status,reason,compound_id,smiles
failed,conformer_generation,1845,COC(=O)C1=CC[C@@]23CC[C@H]([C@@](C)(/C=C/C=C(\C)C(=O)OCOc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)OC2=O)[C@@]3(OC(C)=O)CC1
failed,conformer_generation,1846,COC(=O)C1=CC[C@@]23CC[C@H]([C@@](C)(/C=C/C=C(\C)C(=O)OCCOc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)OC2=O)[C@@]3(OC(C)=O)CC1
failed,conformer_generation,1847,COC(=O)C1=CC[C@@]23CC[C@H]([C@@](C)(/C=C/C=C(\C)C(=O)OCCCOc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)OC2=O)[C@@]3(OC(C)=O)CC1
failed,conformer_generation,1848,COC(=O)C1=CC[C@@]23CC[C@H]([C@@](C)(/C=C/C=C(\C)C(=O)OCCCCCOc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)OC2=O)[C@@]3(OC(C)=O)CC1
failed,conformer_generation,1849,COC(=O)C1=CC[C@@]23CC[C@H]([C@@](C)(/C=C/C=C(\C)C(=O)OCCCCCCCOc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)OC2=O)[C@@]3(OC(C)=O)CC1
failed,conformer_generation,1850,COC(=O)C1=CC[C@@]23CC[C@H]([C@@](C)(/C=C/C=C(\C)C(=O)OCCOCCOCCOc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)OC2=O)[C@@]3(OC(C)=O)CC1
failed,conformer_generation,1851,COC(=O)C1=CC[C@@]23CC[C@H]([C@@](C)(/C=C/C=C(\C)C(=O)OCCOCCOCCOCCOc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)OC2=O)[C@@]3(OC(C)=O)CC1
failed,conformer_generation,1852,COC(=O)C1=CC[C@@]23CC[C@H]([C@@](C)(/C=C/C=C(\C)C(=O)NCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)OC2=O)[C@@]3(OC(C)=O)CC1
failed,conformer_generation,1853,COC(=O)C1=CC[C@@]23CC[C@H]([C@@](C)(/C=C/C=C(\C)C(=O)NCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)OC2=O)[C@@]3(OC(C)=O)CC1
failed,conformer_generation,1854,COC(=O)C1=CC[C@@]23CC[C@H]([C@@](C)(/C=C/C=C(\C)C(=O)NCCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)OC2=O)[C@@]3(OC(C)=O)CC1
failed,conformer_generation,1855,COC(=O)C1=CC[C@@]23CC[C@H]([C@@](C)(/C=C/C=C(\C)C(=O)NCCCCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)OC2=O)[C@@]3(OC(C)=O)CC1
failed,conformer_generation,1856,COC(=O)C1=CC[C@@]23CC[C@H]([C@@](C)(/C=C/C=C(\C)C(=O)N4CCN(c5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)OC2=O)[C@@]3(OC(C)=O)CC1
failed,conformer_generation,1857,COC(=O)C1=CC[C@@]23CC[C@H]([C@@](C)(/C=C/C=C(\C)C(=O)NC4CCN(c5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)OC2=O)[C@@]3(OC(C)=O)CC1
failed,conformer_generation,1858,COC(=O)C1=CC[C@@]23CC[C@H]([C@@](C)(/C=C/C=C(\C)C(=O)N4CCC(Nc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)OC2=O)[C@@]3(OC(C)=O)CC1
failed,conformer_generation,2385,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCCC(=O)NCC2(C)CCC(c3ccc(Cl)cc3)=C(CN3CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(N[C@H](CCN6CCOCC6)CSc6ccccc6)c(S(=O)(=O)C(F)(F)F)c5)cc4)CC3)C2)C(C)(C)C)cc1
failed,conformer_generation,2389,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCCC(=O)NC[C@@]2(C)CCC(c3ccc(Cl)cc3)=C(CN3CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(N[C@H](CCN6CCOCC6)CSc6ccccc6)c(S(=O)(=O)C(F)(F)F)c5)cc4)CC3)C2)C(C)(C)C)cc1
failed,conformer_generation,2390,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCCC(=O)NC[C@]2(C)CCC(c3ccc(Cl)cc3)=C(CN3CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(N[C@H](CCN6CCOCC6)CSc6ccccc6)c(S(=O)(=O)C(F)(F)F)c5)cc4)CC3)C2)C(C)(C)C)cc1
failed,conformer_generation,3213,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCC(=O)N2CCN(CC3(C)CCC(c4ccc(Cl)cc4)=C(CN4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(N[C@H](CCN7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1
failed,conformer_generation,3215,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCC(=O)N2CCN(CC3(C)CCC(c4ccc(Cl)cc4)=C(CN4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(N[C@H](CCN7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1
failed,conformer_generation,3216,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCC(=O)N2CCN(CC3(C)CCC(c4ccc(Cl)cc4)=C(CN4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(N[C@H](CCN7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1
failed,conformer_generation,3217,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCC(=O)N2CCN(CC3(C)CCC(c4ccc(Cl)cc4)=C(CN4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(N[C@H](CCN7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1
failed,conformer_generation,3218,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCCC(=O)N2CCN(CC3(C)CCC(c4ccc(Cl)cc4)=C(CN4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(N[C@H](CCN7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1
failed,conformer_generation,3219,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCCCC(=O)N2CCN(CC3(C)CCC(c4ccc(Cl)cc4)=C(CN4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(N[C@H](CCN7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1
failed,conformer_generation,3221,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCC(=O)N2CCN(C[C@]3(C)CCC(c4ccc(Cl)cc4)=C(CN4CCN(c5ccc(C(=O)NS(=O)(=O)c6ccc(N[C@H](CCN7CCOCC7)CSc7ccccc7)c(S(=O)(=O)C(F)(F)F)c6)cc5)CC4)C3)CC2)C(C)(C)C)cc1
failed,conformer_generation,3319,CNCCN1CCC(c2cc(CN(C)C(=O)c3cccc(Oc4ccc(OCC(=O)N5CCC(CN6CCC(CN7CCN(CC(=O)N[C@H](C(=O)N8C[C@H](O)C[C@H]8C(=O)N[C@@H](C)c8ccc(-c9scnc9C)cc8)C(C)(C)C)CC7)CC6)CC5)cc4)c3)ccn2)CC1
failed,conformer_generation,3322,CNCCN1CCC(c2cc(CN(C)C(=O)c3cccc(Oc4ccc(CCC(=O)N5CCC(CN6CCC(CN7CCN(CC(=O)N[C@H](C(=O)N8C[C@H](O)C[C@H]8C(=O)N[C@@H](C)c8ccc(-c9scnc9C)cc8)C(C)(C)C)CC7)CC6)CC5)cc4)c3)ccn2)CC1
failed,conformer_generation,3499,C[C@@H]1CCC2[C@@H](C)[C@@H](OCCN(CCO[C@H]3O[C@@H]4O[C@@]5(C)CCC6[C@H](C)CCC([C@H]3C)[C@]64OO5)C(=O)CCCCCCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)O[C@@H]3O[C@@]4(C)CCC1[C@@]23OO4
failed,conformer_generation,3941,CCn1nc(C)cc1C(=O)Nc1nc2cc(C(=O)NCCOCCC(=O)N[C@@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)cc(OC)c2n1C/C=C/Cn1c(NC(=O)c2cc(C)nn2CC)nc2cc(C(N)=O)cc(OCCCN3CCOCC3)c21
failed,conformer_generation,3942,CCn1nc(C)cc1C(=O)Nc1nc2cc(C(=O)NCCCOCCC(=O)N[C@@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)cc(OC)c2n1C/C=C/Cn1c(NC(=O)c2cc(C)nn2CC)nc2cc(C(N)=O)cc(OCCCN3CCOCC3)c21
failed,conformer_generation,3945,CCn1nc(C)cc1C(=O)Nc1nc2cc(C(=O)NCCOCCOCCOCCOCCC(=O)N[C@@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)cc(OC)c2n1C/C=C/Cn1c(NC(=O)c2cc(C)nn2CC)nc2cc(C(N)=O)cc(OCCCN3CCOCC3)c21
failed,conformer_generation,3947,CCn1nc(C)cc1C(=O)Nc1nc2cc(C(=O)NCCCCCCCCC(=O)N[C@@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)cc(OC)c2n1C/C=C/Cn1c(NC(=O)c2cc(C)nn2CC)nc2cc(C(N)=O)cc(OCCCN3CCOCC3)c21
failed,conformer_generation,4171,COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)NCc2cccc(CC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)N[C@@H](C)c3ccc(-c4scnc4C)cc3)C(C)(C)C)c2)ccc1O
failed,conformer_generation,5005,Cc1ccc(NC(=O)Cn2cc(-c3ccc4c(NC(=O)c5ccc(NC(=O)CCCCC(=O)N6CCN(CCCCCCC(=O)N[C@H](C(=O)N7C[C@H](O)C[C@H]7C(=O)NCc7ccc(-c8scnc8C)cc7)C(C)(C)C)CC6)cc5)n[nH]c4c3)cn2)cc1C(F)(F)F
failed,conformer_generation,5908,CCc1ccc(C(=O)NCCCC[C@H](NC(=O)[C@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CO[C@H]2C[C@@H](C)CC[C@@H]2C(C)C)C(=O)NCCOCCC(=O)Nc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)cc1
failed,conformer_generation,5958,C[C@@H](OP(=O)(O)O)[C@@H]1NC(=O)[C@H](Cc2cncn2CCCCCCCCc2ccccc2)NC(=O)[C@@H](NC(=O)CCCCCNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)CCC(=O)NCCCC[C@@H](C(N)=O)NC1=O
